REPO_URL,TASK_ID,#HASHES,HASHES,#PROD_FILES,#TEST_FILES,LAST,MERGE,BASE
https://github.com/alphagov/e-petitions.git,157,1,[182539451f7d154a16341c83b4827b9e3747c603],1,1,182539451f7d154a16341c83b4827b9e3747c603,343737a805e0b6301fa17d1d603b52f82eb528be,3245469a49db91e2cd220b10b75ce62e829c685d
https://github.com/alphagov/e-petitions.git,165,1,[af3fe776a1dd4679e0e9a57b928291c8879e42c2],7,1,af3fe776a1dd4679e0e9a57b928291c8879e42c2,fda8d56ea278b48c4d7dbc08d42572bd36159fa8,e9166b00916eb9a01435aa1c576baebc7fafdc10
https://github.com/alphagov/e-petitions.git,171,9,"[f716fce538cc4928a099682c9264ce744b9cd140, a76d28c114d734996afebcc3bedb227ad34471e5, 0afe2cb0252cdef6a2297fe2de9b746186b062e1, d3b3fccaea229d15d670263b87a18be6e51d02ee, 08166da0b2cbf9ac18aaa6fb0cba2e51fbaee249, fe8e54fab95cc43381df46a0662db62e59c59872, bbf4dddb2226dc5ab488995ebb323cf2b535c1ac, 988cf7e888ba8dbe60fd8277c9b6a4a55212e4ac, 7c2b3cc128b1e8edafc113b4c53d91cd0d8307c0]",25,1,f716fce538cc4928a099682c9264ce744b9cd140,8a7f5d774cde5c61aeb28e1dd5df3d02659f4956,c742d7ac74b1fbb963e1ab14983581f782c9c022
https://github.com/alphagov/e-petitions.git,172,5,"[8da610fac9e537db72f8aaa7b40e9255779a13b4, 1a4a3683f49150261df5dff41f36b12703ab7ab8, 8e651b4486341f6e6aaa71f87124398504a9d9a2, 2f7677ad90afff30f4aed5ada025422c7b8074f6, 86adab671c50948d61631231bcbfaef1cdbbe6a6]",6,3,8da610fac9e537db72f8aaa7b40e9255779a13b4,6b54fd04def2a3b03557de33e283723a85733727,ec4feae7efe367a0f900d64762d030aa54d1c54e
https://github.com/alphagov/e-petitions.git,177,2,"[be4cb3b6cadf5e2b3be79d0051aa3a8dba6d00e8, 31793816305c8d357dc82df52ff71572af37496f]",2,1,be4cb3b6cadf5e2b3be79d0051aa3a8dba6d00e8,af8299f85c7639592f64a43be608a87421d7e12f,4db911a3fecaa61a05aba9ddb7a215e4151b885a
https://github.com/alphagov/e-petitions.git,214,3,"[e9e5356278204395d65f5be9468e0ad6dacfbe7d, 54668571126c83d94575aa92b766f625e4927668, 0493c38fa681061f9e48d6786aade1313b69b751]",5,1,e9e5356278204395d65f5be9468e0ad6dacfbe7d,b9f9a2a82d1eeb44f810758fbec199efeaaaf5e1,34cb7232adbab27bfbb9189f403465efafa71224
https://github.com/alphagov/e-petitions.git,215,9,"[70f5c8ed32934c916b0087432bd51b6f9c4b4c61, 2e1bd7a6c0b2d26828c3dbfa65e166e0e32b10a1, 05243acddbec700610390dc18b880491593d31d2, 8bda66400b33f7c796fbe7b4e5650779a3d4d537, 15a44babc15ea40df659bbf7aa1aa91da3714d8a, 97b03c3400122b5cba01f25debbaca8c7c905e4b, 6647ad9ba381d0ee4ec1be07ee2ad379650358c5, e9e2d1b90380cae71140455f27650928359d217f, d1574db238b50992dbc13a677355890ea7ab4bc1]",8,1,70f5c8ed32934c916b0087432bd51b6f9c4b4c61,b9f9a2a82d1eeb44f810758fbec199efeaaaf5e1,34cb7232adbab27bfbb9189f403465efafa71224
https://github.com/alphagov/e-petitions.git,242,1,[dcc3f3051028a876da12f9f5e6bd8dee5888b9db],2,1,dcc3f3051028a876da12f9f5e6bd8dee5888b9db,6aa53867d8f5b1f7b1fbb4dfd9bbd3aa2ecc6106,93fc7baa5ec76d50f0d2fd02258bedf8a0ffb0f7
https://github.com/alphagov/e-petitions.git,247,4,"[1ad0b8e2924bb3c2771c935e057c3ff6ebe00b61, 6d82dc0db5d754947dbf003d967e13da98d9f582, daf44048a865a9545065fdabec139eb8569a98e4, d2c68c657448cd4f1ffaedb03b41ae6b065d6b85]",1,2,1ad0b8e2924bb3c2771c935e057c3ff6ebe00b61,bda059103045a48c007da72cc5ca1e696ba8186f,3b9dc952b1f13b54ef7d789e91ec42976c3f8feb
https://github.com/alphagov/e-petitions.git,252,2,"[c9afd67fd657990328e31b9003803a6d673d0781, 5d821d3f752a24a59dbb4e0652ae82eb8c070a3e]",1,2,c9afd67fd657990328e31b9003803a6d673d0781,6bdac7526ef45b6beaf9a74bedb45af898abfda9,7e5bc521c5af8795bcd0429a818c617a9c38e8ef
https://github.com/alphagov/e-petitions.git,256,8,"[5b356a34867b4fe364dbdc0b99e4a490db54d60b, 1f17330abc225f545e917fee49538909daf4d4ee, 5ad259f78552a85a1a12364d6283d5d8c3ec5efb, 24decb3c2d3ed9cb0f58af8d526adbb3c225a02f, cb8a3d879aab1a8d1054a1de21ac3250225d0755, 96887ab3a1e7a8596eb264b1561f89c375f36dea, 829dc25a1ce3a79334ef6be1e2a247c41717e022, 7af196cee76c617021716d0365cbd3fedad8a99d]",26,3,5b356a34867b4fe364dbdc0b99e4a490db54d60b,a1b900145b3f14d7b26ae2a17b37e12072dae4b0,5f8cb63c96f498e37f1c0dc8fb33a26b047fd818
https://github.com/alphagov/e-petitions.git,261,1,[6121d86e667b30f76a752c4623bb9a048b34e8a4],3,1,6121d86e667b30f76a752c4623bb9a048b34e8a4,5f8cb63c96f498e37f1c0dc8fb33a26b047fd818,004d481060ed6244b1a27decf468d1066c4b7f4d
https://github.com/alphagov/e-petitions.git,263,1,[f05e204441773ff1f655b57a4067df476303bfb2],1,1,f05e204441773ff1f655b57a4067df476303bfb2,bb728ae325dd503fffc3694c7bba185d34163312,8d18669c179d2f7e99816c7659b3600c064107f4
https://github.com/alphagov/e-petitions.git,267,12,"[28a02265722117235e77becf799328959cdc7cc2, ef23a05d4bddeeb39e3cfe60e4cf95482a0bcd92, f05444dc1e24479ba8c8ce5e5faeff71430e262d, 543e087661b13bbc17c4c18e5be03ee9f5ebc3d5, 16c7d228100a53322e5dc5f1e57c14c304a7a0ad, 9b4718c116d18fac5291cebe6ad5a03a6e43d509, be5f46aaa6315ad162ae6cabb2a3e257e2672d4c, 9cdf97d5c7f4f2f828caf938f147c74728b91c7e, 2846c1bf816902dc290e984b6efc86401a96d37f, 7b41985e97fa8b239a03eac37839efe1a4adb7fa, 572b3b9a9bd92e3f187b901263ed4fcd87448a3b, 71cf2f650a7bb7a39b0a52d9b6f9f6e8a68ef4b5]",37,3,28a02265722117235e77becf799328959cdc7cc2,157e4716852ba0877cf546cecaadee6b5c174c50,63eb71d39d9501ec3a7fccb2cd201d981090fec8
https://github.com/alphagov/e-petitions.git,271,4,"[059309b02993cf9adbaa21df5a5a1992db63bbe2, f31ec4a01fe893f66abf537e5edcdf1a2be6f559, 4f758f66c02b05be3932d49e26e78955b57d69ce, 4ca0bc2fa3513995d0583cd92a05d7ebecbc803b]",3,1,059309b02993cf9adbaa21df5a5a1992db63bbe2,068284f82bb5f51145a76110caa7c484eea91e32,81941817b8c9c55d0548178b367b39bbf47767dd
https://github.com/alphagov/e-petitions.git,287,18,"[4a71c3855988c38cd7f0dea79609cf04f4029713, 6a9c0f58a71fd052f345d9490ce2cdf5c6e5ac82, 9647d37fbf80d396234490117e213e1e2b23b21c, 6467d417f7a3697ea63109543397ec50ca79a1bd, 0c0e1eee3ba2af66f58aa7310f42d5600361b69d, 09046997cb50e2de342209a8448e1d68facd2064, 1a1e9e6a1c52b0ee22522b7c19d8ce65f86df969, b641e20842c9373390c4e988f66b5ecbd98b7ba1, 95c9b9b2e6f2917db6567e00e5c4e0b8437eaffe, 23ce997a37bdecb303d904b9ef0df38257dd9ae2, ec6e5e2b701bd3f28731c395ff076cfbb439bc36, 4477f6f86397c2c9c687f391fd43b83b3231a362, 952006674694ae5065db68a399cf5d48dddb1178, 4ea946e0f41af9bc5b507dba6a0949f5cf267245, 7dfa6636b33fe5a8ec250ff3dd017896315fe53c, 4bdb01ac81f52e9f7d6b48da7cb727293517a5af, 9784dae0c1707ffd4ec248c3e7e25d5c217f506b, 6385ca67670df967f8f7427258d22e5d85af1c38]",55,7,4a71c3855988c38cd7f0dea79609cf04f4029713,85e901ef51805903380e56f1964323228bb67583,10cf81f4bb05bddc6b68878d20defb58604da10f
https://github.com/alphagov/e-petitions.git,292,3,"[666dda56335a8791ee02581668950b9ea336334d, e5ccc35a382ed2b3e101d25b5a94e2608d4caf5d, 0a87a3d14e47c05d48f5828ed10eb8d8e507a79a]",2,1,666dda56335a8791ee02581668950b9ea336334d,6ac3356f9977e72e7a35e9deef39e4489fc56dbd,d16cd8c196a033682ec6264ae6ca47893b36b257
https://github.com/alphagov/e-petitions.git,296,8,"[95a75f715fa5c0154372a00b3c50d1857f2d1337, c7feab306d4c336c9a4ff01e582609819ff76e81, 58c53668f7791aa032af7daeea0f960de6e8f31b, 30ecb7fa75fb52b1445aa3645e3a17cce7c8e95b, 0de7a0037e3b04d3ed4aeaa619d09372b2081e9a, 5af4654b7d1e1517e52a2404fc0289f93ac1e469, d021546a45e4fac055d1ae5dcee6e7d8a864862a, 1e6d28f041d38fc0b8d442dd70a648b3af760627]",9,3,95a75f715fa5c0154372a00b3c50d1857f2d1337,c870dc709c8bf81b7af29645f5a420dea54b6023,6174458ed766e774a039e4f304a68a77c9e11839
https://github.com/alphagov/e-petitions.git,303,6,"[cb9c65998c2c5b08cf1daa06bde2667e5b91fd66, 5a9fd843c61f11ebd8f33eed9376393d5d92c01c, 80ed2fd414c017bf724b38ae3adff94d1268d741, 6a9b7075dc4a03229aee7264fc2a406886b19c82, c0c143a022eb03b89236201a5eea9baa92a769d4, b8ebc93314d8a66edbee321074fd495000a8efe5]",9,3,cb9c65998c2c5b08cf1daa06bde2667e5b91fd66,7fe2b9e92f76ee14a39d11ef8b3f47dd593efc30,5c8f5e878e6701adaf2d5890b058d444c79911b1
https://github.com/alphagov/e-petitions.git,307,14,"[ce7c4bfb0fedb8f4fdece48933f922be3eb61f95, 4924a50e2ba078ea40aeebe5a549cc4de3e269b0, 24da54840d2a71dfc6209db3cb0c14d6b2b17d00, 13ebd5354f819cdd24b9e8b54ffdd0860974a262, edf3ee5701b1d306cb14e55319216b3a4d926ca5, 317231ba13d97b61de37ebac2c8a8ba0adcf0679, 4ac350e34c83adc1e8cb7ad3ccef0987b4410a09, 94654f3694f5adf2662a610926cc188bb9ac34a9, aedfe4f86e791650c22f257e63625572e3ce37f6, d307c34d9f7089541e97b2583be2e615dcd8f5b2, 183938093ba919ed977d0725866958010a79d981, 5b64c7b7e32a94d050903845e295d4b7dee1bc0f, 61a0c4bd74256a71dc21aa448cafffe12bba9ccc, 5359090c1e59789de41851638a222490fe8179bb]",18,6,ce7c4bfb0fedb8f4fdece48933f922be3eb61f95,37d417e0822a27b188940dc1d6c24bc49b8404ce,d4be57e63f0c6e453a7e44f1f34cd7bf532ca639
https://github.com/alphagov/e-petitions.git,308,4,"[a4a9a57f9791d51bd2e101bb7be1ba155506b3f5, 56751c525da7ce5a5aa235fc572154ade05a3299, fbca93838ef25557d161360a0dcd39eb31e199f5, dd644edd6c8aebc77c72c7c6e19504b25d0ce452]",5,1,a4a9a57f9791d51bd2e101bb7be1ba155506b3f5,37d417e0822a27b188940dc1d6c24bc49b8404ce,6a22d76ffd60f6c076c4ee30439511d4bb5f266f
https://github.com/alphagov/e-petitions.git,309,6,"[86bd481b1bc3fc1f8d79f66081bc2fa5cc140b05, 5f93012ccc4335298bb3fa2239cb6f7b372073a4, 2aa727834bd550498cd5bd44eb8e200ebe811fae, 4b261acaf7ca644e908309ea56896b7595f79b70, 4ffebcf10e08c8c5bed1fc61f89a1ab5a298d17c, 4135d170320908ae062616b4c87bf9704b1c080d]",20,2,86bd481b1bc3fc1f8d79f66081bc2fa5cc140b05,d4be57e63f0c6e453a7e44f1f34cd7bf532ca639,db4a5266c7063f8ef36f22b963a5fdb9bf1162a5
https://github.com/alphagov/e-petitions.git,313,13,"[38ffac54f00795fbf07959e1747b7846701ea54c, 3bde4f17c4f9ef49e8a72992f1ba531fbb65a8dd, d15c56bddb6601af685f2b64e390c8ba654b4d87, ac46cacda76ae2f9715779f3406cae9ce1a80002, 23fd759183c82c42bc94169bb0903e902df8014f, b1a493fddaea51a231d3f4342cfb21a038dd32d4, 8e8f5b90baf6a494e9b49d7a3635148e48ac59c5, 7c3e072ebf8ea2c37698fbb0de325ea5ac95d8d4, c68fd8ee00e9f23081043e5dc86b7657c5e30ff6, 0a854b554cd3c49752180b23fa24ed80c748ee5e, ebd9bdc4d55fee27b5a5b3567790dade8573f5b9, e6b1a132ed0c52856fad31961100146224033968, 6a22d76ffd60f6c076c4ee30439511d4bb5f266f]",6,2,38ffac54f00795fbf07959e1747b7846701ea54c,fa02e240c94d8713717897e202964f9e6034b7fe,518c447a7dae796e557e3d88c5b26c7d38110834
https://github.com/alphagov/e-petitions.git,316,7,"[0836611886a1fb1fb73c5360522f2cdc13e365d1, 47419add05f43c15470927a809a39c5f184fcbec, 5e6463077248c799079a7df285daf87f0887da1c, f6949395b6851aa81ae342f279d8f96fe8fbeca3, d607c346eeac03b65b05c9e5c17f217445c6ee6b, b23f8512c3570662d85c3434d5285e561cf5c306, edbc4dc915e66852a7c43fd7dfdd842c377df60c]",4,1,0836611886a1fb1fb73c5360522f2cdc13e365d1,7d81af57f7a2deceb67753afa0e5de55aaa5b1c6,c894d4723b3855d785cfb914c9cb82d788200df9
https://github.com/alphagov/e-petitions.git,319,4,"[42dd70894b9dfab2a14f7fce7b62c9a682de6696, 235fdd6d33e119baacfdec98149cade0828c3a4a, 54034c470f73ccd2ca5aa44a0371316b012ba8bb, 1080796761d6e01ec12207caf8b0a5c114140cf0]",5,3,42dd70894b9dfab2a14f7fce7b62c9a682de6696,c894d4723b3855d785cfb914c9cb82d788200df9,fad2a22559e22ee36367aa56eabd328883039a80
